# Data for INRIM_ITYb1-PTB_Sr3_CombKnoten 
# File generated on: 2025-01-20T17:03:46+01:00
# With the script: 06-procclocks-v3.py 
# 
# t           	ΔA→B            	flag	uA_sys     	uB_sys
59639.183866	2.4031846546e-15	1	2.8935300000000004e-18	2e-17
59639.183877	-3.0132370175e-16	1	2.89354e-18	2e-17
59639.183889	2.2954393035e-16	1	2.8935500000000003e-18	2e-17
59639.183900	-2.9738918697e-16	1	2.8935600000000004e-18	2e-17
59639.183912	-6.7829875894e-16	1	2.89357e-18	2e-17
59639.183924	5.0365197948e-16	1	2.8935800000000003e-18	2e-17
59639.183935	1.4024538521e-15	1	2.8935900000000004e-18	2e-17
59639.183947	1.6565925537e-15	1	2.8936e-18	2e-17
59639.183958	5.5262603089e-16	1	2.8936100000000003e-18	2e-17
59639.183970	2.5919426099e-15	1	2.8936200000000004e-18	2e-17
59639.183981	7.0595138493e-17	1	2.89363e-18	2e-17
59639.184039	6.5984300805e-16	1	2.8936700000000003e-18	2e-17
59639.184051	1.3005582104e-15	1	2.8936800000000004e-18	2e-17
59639.184063	-1.8525876636e-15	1	2.89369e-18	2e-17
59639.184074	-2.8494084074e-15	1	2.8937e-18	2e-17
59639.184086	9.4473183240e-16	1	2.8937100000000004e-18	2e-17
59639.184097	1.2975470214e-15	1	2.89372e-18	2e-17
59639.184109	2.2708270339e-15	1	2.8937300000000002e-18	2e-17
59639.184120	4.4127245662e-16	1	2.8937400000000004e-18	2e-17
59639.184132	-1.0140147041e-16	1	2.89375e-18	2e-17
59639.184144	2.2896489586e-16	1	2.8937600000000002e-18	2e-17
59639.184155	-4.5857469194e-16	1	2.8937700000000004e-18	2e-17
59639.184167	-1.2040979790e-15	1	2.89378e-18	2e-17
59639.184178	9.6302933098e-17	1	2.8937900000000002e-18	2e-17
59639.184190	-9.3417702255e-16	1	2.8938e-18	2e-17
59639.184201	-5.5344869649e-16	1	2.89381e-18	2e-17
59639.184213	1.5917465725e-15	1	2.8938200000000002e-18	2e-17
