# Data for PTB_In_CombKnoten-PTB_Yb_CombKnoten 
# File generated on: 2025-01-20T17:01:50+01:00
# With the script: 06-procclocks-v3.py 
# 
# t           	ΔA→B             	flag	uA_sys 	uB_sys     
59640.003588	-8.7565486817e-15	1	2.7e-18	2.52485e-18
59640.003600	-8.7496648449e-15	1	2.7e-18	2.52485e-18
59640.003611	-8.7557711054e-15	1	2.7e-18	2.52485e-18
59640.003623	-8.7692075891e-15	1	2.7e-18	2.52485e-18
59640.003634	-8.7498308634e-15	1	2.7e-18	2.52485e-18
59640.003646	-8.7795058157e-15	1	2.7e-18	2.52485e-18
59640.003657	-8.8318253467e-15	1	2.7e-18	2.52485e-18
59640.003669	-8.8192901062e-15	1	2.7e-18	2.52485e-18
59640.003681	-8.8310232065e-15	1	2.7e-18	2.52485e-18
59640.003692	-8.7866056458e-15	1	2.7e-18	2.52485e-18
59640.003704	-8.7200254680e-15	1	2.7e-18	2.52485e-18
59640.003715	-8.7316408308e-15	1	2.7e-18	2.52485e-18
59640.003727	-8.7329266269e-15	1	2.7e-18	2.52485e-18
59640.003738	-8.7483383913e-15	1	2.7e-18	2.52485e-18
59640.003750	-8.8291707455e-15	1	2.7e-18	2.52485e-18
59640.003762	-8.8331374008e-15	1	2.7e-18	2.52485e-18
59640.003773	-8.8223614476e-15	1	2.7e-18	2.52485e-18
59640.003785	-8.8274487275e-15	1	2.7e-18	2.52485e-18
59640.003796	-8.7433383558e-15	1	2.7e-18	2.52485e-18
59640.003808	-8.7278800046e-15	1	2.7e-18	2.52485e-18
59640.003819	-8.6271347528e-15	1	2.7e-18	2.52485e-18
59640.003831	-8.1600562218e-15	1	2.7e-18	2.52485e-18
59640.003843	-8.0937293068e-15	1	2.7e-18	2.52485e-18
59640.003854	-8.1059977320e-15	1	2.7e-18	2.52485e-18
59640.003866	-8.0953445987e-15	1	2.7e-18	2.52485e-18
59640.003877	-8.0964254127e-15	1	2.7e-18	2.52485e-18
59640.003889	-8.0990274979e-15	1	2.7e-18	2.52485e-18
59640.003900	-8.0961264101e-15	1	2.7e-18	2.52485e-18
59640.003912	-8.0211258778e-15	1	2.7e-18	2.52485e-18
59640.003924	-8.0130866881e-15	1	2.7e-18	2.52485e-18
59640.003935	-7.9933575966e-15	1	2.7e-18	2.52485e-18
59640.003947	-8.0021701274e-15	1	2.7e-18	2.52485e-18
59640.003958	-8.0840384029e-15	1	2.7e-18	2.52485e-18
59640.003970	-8.1999641791e-15	1	2.7e-18	2.52485e-18
59640.003981	-8.1991722033e-15	1	2.7e-18	2.52485e-18
59640.003993	-8.1994957699e-15	1	2.7e-18	2.52485e-18
59640.004005	-8.5627051917e-15	1	2.7e-18	2.52485e-18
59640.004016	-8.9640226259e-15	1	2.7e-18	2.52485e-18
59640.004028	-8.9142484288e-15	1	2.7e-18	2.52485e-18
59640.004039	-8.8712403309e-15	1	2.7e-18	2.52485e-18
59640.004051	-8.8739762473e-15	1	2.7e-18	2.52485e-18
59640.004062	-8.8763843620e-15	1	2.7e-18	2.52485e-18
59640.004074	-8.8525818891e-15	1	2.7e-18	2.52485e-18
59640.004086	-8.7668155680e-15	1	2.7e-18	2.52485e-18
59640.004097	-8.7815683409e-15	1	2.7e-18	2.52485e-18
59640.004109	-8.7789349154e-15	1	2.7e-18	2.52485e-18
59640.004120	-8.7761634236e-15	1	2.7e-18	2.52485e-18
59640.004132	-8.8564756996e-15	1	2.7e-18	2.52485e-18
59640.004144	-8.8877159687e-15	1	2.7e-18	2.52485e-18
59640.004155	-8.8714817353e-15	1	2.7e-18	2.52485e-18
59640.004167	-8.9886060631e-15	1	2.7e-18	2.52485e-18
59640.004178	-9.1241008415e-15	1	2.7e-18	2.52485e-18
59640.004190	-9.1469444730e-15	1	2.7e-18	2.52485e-18
59640.004201	-9.2258074756e-15	1	2.7e-18	2.52485e-18
59640.004213	-9.2228758945e-15	1	2.7e-18	2.52485e-18
59640.004225	-9.2381741566e-15	1	2.7e-18	2.52485e-18
59640.004236	-9.2201492955e-15	1	2.7e-18	2.52485e-18
59640.004248	-9.1608332722e-15	1	2.7e-18	2.52485e-18
59640.004259	-9.1235392586e-15	1	2.7e-18	2.52485e-18
59640.004271	-9.1371493840e-15	1	2.7e-18	2.52485e-18
59640.004282	-9.1371248201e-15	1	2.7e-18	2.52485e-18
59640.004294	-9.1330455094e-15	1	2.7e-18	2.52485e-18
59640.004306	-9.1336316562e-15	1	2.7e-18	2.52485e-18
59640.004317	-9.1361473440e-15	1	2.7e-18	2.52485e-18
59640.004329	-9.1474535398e-15	1	2.7e-18	2.52485e-18
59640.004340	-9.4285185535e-15	1	2.7e-18	2.52485e-18
59640.004352	-9.5749281984e-15	1	2.7e-18	2.52485e-18
59640.004363	-9.6775716509e-15	1	2.7e-18	2.52485e-18
59640.004375	-9.7688775675e-15	1	2.7e-18	2.52485e-18
59640.004387	-9.7626950740e-15	1	2.7e-18	2.52485e-18
59640.004398	-9.7580601097e-15	1	2.7e-18	2.52485e-18
59640.004410	-9.7667947135e-15	1	2.7e-18	2.52485e-18
59640.004421	-9.7574129766e-15	1	2.7e-18	2.52485e-18
59640.004433	-9.7674172827e-15	1	2.7e-18	2.52485e-18
59640.004444	-9.7648914304e-15	1	2.7e-18	2.52485e-18
59640.004456	-9.7812908353e-15	1	2.7e-18	2.52485e-18
59640.004468	-9.8500309471e-15	1	2.7e-18	2.52485e-18
59640.004479	-9.6722827772e-15	1	2.7e-18	2.52485e-18
59640.004491	-8.8536779497e-15	1	2.7e-18	2.52485e-18
59640.004502	-8.7600105053e-15	1	2.7e-18	2.52485e-18
59640.004514	-8.7532105248e-15	1	2.7e-18	2.52485e-18
59640.004525	-8.7382002540e-15	1	2.7e-18	2.52485e-18
59640.004537	-8.6611058562e-15	1	2.7e-18	2.52485e-18
59640.004549	-8.6696134551e-15	1	2.7e-18	2.52485e-18
59640.004560	-8.6611160206e-15	1	2.7e-18	2.52485e-18
