z,mu_SN,mu_err,mu_model,residual
0.29121,21.51945,0.1501,21.53325471573802,-0.01380471573802211
0.31353,21.8225,0.14945,21.719007282343878,0.103492717656124
0.13672,19.7402,0.1138,19.693879787877183,0.04632021212281856
0.29532,21.7708,0.1925,21.568417035419156,0.20238296458084548
0.30369,21.49625,0.135,21.638660254503282,-0.14241025450328237
0.20532,20.73155,0.1351,20.669572258210746,0.06197774178925286
0.12175,19.34125,0.09805,19.420664958650658,-0.07941495865065917
0.17424,20.2369,0.11045,20.27221580777343,-0.035315807773432795
0.24862,21.2028,0.13995,21.13939691773042,0.06340308226958058
0.2453,21.1159,0.14105,21.106149001094426,0.009750998905573738
0.13816,19.8495,0.1169,19.718666375679593,0.13083362432040602
0.24288,21.02795,0.1175,21.081653004267014,-0.05370300426701391
0.24237,21.18455,0.15195,21.076462053202516,0.10808794679748601
0.31437,21.3618,0.137,21.72575874918527,-0.36395874918527227
0.2754,21.4485,0.153,21.393616872430282,0.054883127569716805
0.30004,21.4204,0.15885,21.608249374167304,-0.1878493741673033
0.21735,20.89395,0.15665,20.808611895481786,0.08533810451821466
0.20311,20.5734,0.12555,20.643217048948376,-0.06981704894837648
0.19005,20.4061,0.1552,20.481852887917572,-0.07575288791757373
0.29003,21.3714,0.15315,21.523075453189545,-0.15167545318954367
0.22796,20.83435,0.15045,20.925485950564333,-0.09113595056433255
0.31032,21.45975,0.15795,21.693053471630886,-0.2333034716308866
0.13712,20.12265,0.11415,19.700789426538673,0.421860573461327
0.08798,18.6796,0.1066,18.665314215967438,0.014285784032562532
0.08534,18.62285,0.1057,18.595154961372696,0.027695038627303603
0.19024,20.6486,0.11825,20.484273295138987,0.1643267048610113
0.09278,18.8576,0.109,18.787906102212762,0.06969389778723922
0.12891,19.58985,0.12795,19.55504283942882,0.03480716057118016
0.26136,21.1668,0.15835,21.26331255556776,-0.09651255556776306
0.26132,21.4559,0.17885,21.262932225482526,0.1929677745174736
0.1957,20.61715,0.12925,20.55287900021173,0.06427099978827044
0.14723,19.83975,0.1218,19.869465225216306,-0.029715225216307317
0.21154,21.14485,0.1818,20.742370183792925,0.4024798162070766
0.17972,20.30175,0.11325,20.34680069247229,-0.045050692472290876
0.1907,20.6928,0.11925,20.490122653599865,0.20267734640013302
0.3385,21.7897,0.1618,21.912970873957722,-0.12327087395772196
0.11762,19.41925,0.10595,19.339744695124207,0.07950530487579499
