z,mu_SN,mu_err,mu_model_best,residual
0.76859,24.2078,0.16885,24.05002272265692,0.15777727734307945
0.5138,23.12745,0.1329,22.985508428274116,0.14194157172588362
0.63771,23.37,0.2329,23.553774985994863,-0.1837749859948623
0.43487,22.5623,0.1145,22.552281174250695,0.010018825749305904
0.58375,23.46355,0.14025,23.320347294224725,0.14320270577527694
0.66206,23.74875,0.17955,23.65304655172161,0.0957034482783925
0.62189,23.4108,0.1628,23.48733474056216,-0.07653474056216325
0.41664,22.5154,0.11755,22.441891263110634,0.07350873688936588
0.45169,22.36265,0.1377,22.65039850423019,-0.2877485042301906
0.73401,24.04855,0.24055,23.92727029841832,0.12127970158167756
0.74202,24.26275,0.21515,23.956191326958418,0.30655867304158235
0.34957,21.74,0.12,21.993258253121965,-0.2532582531219667
0.51476,23.18845,0.1355,22.9903856362166,0.19806436378339853
0.64364,23.60755,0.1943,23.57827792956372,0.02927207043628144
0.47058,22.65205,0.12925,22.756632108599298,-0.10458210859929906
0.26349,21.15515,0.1079,21.28390137842741,-0.1287513784274097
0.7427,23.92255,0.19885,23.958632729812592,-0.0360827298125912
0.91075,24.6116,0.16365,24.504175972171595,0.10742402782840443
0.33753,21.9137,0.10655,21.90441822443021,0.009281775569789374
0.98377,24.92305,0.1439,24.711178501212324,0.21187149878767642
0.81369,24.26675,0.14105,24.20235760413636,0.06439239586363854
0.81773,24.3431,0.12085,24.21560263161677,0.12749736838323145
0.96075,24.5736,0.1577,24.647596918953724,-0.07399691895372484
0.75669,24.03965,0.1583,24.008390149078984,0.03125985092101757
0.87796,24.42165,0.14325,24.405871720841574,0.015778279158425335
0.80902,24.20795,0.1668,24.186967570398025,0.020982429601975383
0.62723,23.4134,0.138,23.509938579026702,-0.09653857902670282
0.93389,24.7653,0.2009,24.571487172654905,0.19381282734509497
0.69715,23.78265,0.16195,23.790161166092332,-0.0075111660923319334
0.76706,24.3849,0.17855,24.044704863996728,0.34019513600327045
0.86397,24.39625,0.15285,24.362834647366554,0.03341535263344397
0.51434,22.98745,0.11725,22.988252903321936,-0.0008029033219365544
0.47039,23.1005,0.141,22.755583440332558,0.3449165596674426
0.9279,24.7789,0.1829,24.554221193291028,0.22467880670897244
0.63071,23.4092,0.1432,23.524571365355868,-0.11537136535586967
0.6157,23.56625,0.1433,23.460902059980775,0.1053479400192252
0.56475,23.2891,0.13595,23.233286416651538,0.055813583348463425
0.55775,23.2494,0.1349,23.20051620786768,0.04888379213232241
0.73561,24.06925,0.19205,23.93307140835593,0.13617859164407164
0.26199,21.15835,0.1082,21.269743418456827,-0.11139341845682793
0.76159,23.97575,0.15445,24.025608761736343,-0.04985876173634196
0.85852,24.54425,0.17845,24.345884964260144,0.1983650357398581
0.55875,23.6061,0.15165,23.205221219330987,0.4008787806690144
0.48072,22.74835,0.1138,22.812034939652015,-0.06368493965201694
0.92224,24.57175,0.18725,24.537805711766353,0.03394428823364848
0.47572,22.6952,0.109,22.784853147887397,-0.08965314788739676
0.8932,24.5781,0.1577,24.451999507943995,0.12610049205600404
0.6319,23.1617,0.17705,23.52955757155749,-0.3678575715574901
0.73602,24.02845,0.2108,23.934555994333863,0.09389400566613659
0.41865,22.38625,0.1152,22.454279269110025,-0.06802926911002416
0.53578,22.98355,0.1266,23.095100214693247,-0.11155021469324566
0.73501,24.09175,0.17825,23.930897412041155,0.16085258795884627
0.60987,23.5447,0.14865,23.435775988983117,0.10892401101688165
0.70198,23.8387,0.16475,23.8085168968194,0.030183103180601023
0.9833,24.78095,0.143,24.709895074429227,0.07105492557077397
0.75905,24.0557,0.15165,24.016696543134785,0.03900345686521689
0.64364,23.6045,0.2013,23.57827792956372,0.026222070436283218
0.51559,23.02365,0.1762,22.994595550639502,0.029054449360497614
0.80569,24.0139,0.1301,24.175940916262434,-0.1620409162624341
0.8007,23.82255,0.1606,24.159334684576166,-0.33678468457616617
0.71565,23.84395,0.19425,23.859820966860212,-0.015870966860212832
0.76668,24.2307,0.1806,24.043382505221196,0.187317494778803
0.90173,24.5128,0.1511,24.47748335904909,0.03531664095091003
0.71868,23.68915,0.15095,23.87106568884409,-0.18191568884408937
0.5796,23.1779,0.1197,23.301561196207395,-0.12366119620739369
0.96074,24.80925,0.14255,24.647568974240315,0.1616810257596839
0.64864,23.53665,0.159,23.598772294080618,-0.062122294080616314
0.93675,24.4717,0.1405,24.579692747209954,-0.10799274720995555
0.46156,22.76265,0.11115,22.70640884314045,0.056241156859549335
0.67065,23.78495,0.1775,23.68724075775075,0.09770924224924826
0.24649,21.16055,0.10805,21.118915396361594,0.041634603638406986
0.63822,23.49005,0.184,23.55589079261364,-0.0658407926136384
0.53532,23.06945,0.11085,23.092850069209348,-0.023400069209348118
0.77307,24.17605,0.17625,24.065535527784768,0.11051447221523247
0.3705,22.15255,0.1043,22.141203459976296,0.011346540023705387
0.69916,23.88895,0.1728,23.797814595258586,0.09113540474141502
0.3735,22.11185,0.1039,22.161775671798345,-0.04992567179834495
0.85298,24.3052,0.1508,24.328547708287445,-0.023347708287445812
0.60326,23.58805,0.1429,23.407012443136885,0.18103755686311374
0.53433,22.9223,0.1289,23.088001221561974,-0.16570122156197442
0.40048,22.2601,0.1151,22.340239096391088,-0.08013909639108618
0.3715,22.20135,0.10745,22.1480778480422,0.05327215195780255
0.83999,24.0253,0.15175,24.287462716622045,-0.2621627166220435
0.53278,23.059,0.11385,23.080392684653404,-0.021392684653402938
0.93225,24.704,0.21015,24.566770748131262,0.1372292518687388
0.55381,23.2838,0.1242,23.181901120825486,0.10189887917451301
0.84214,24.3261,0.1858,24.294305227282692,0.03179477271730846
0.72767,23.8687,0.19785,23.90416354818364,-0.03546354818363895
0.44255,22.67285,0.1137,22.5975096959667,0.0753403040333005
0.28251,21.5746,0.1073,21.45727924733815,0.11732075266185049
0.51961,23.03865,0.109,23.0148966221821,0.023753377817900656
1.0608,24.6873,0.16415,24.913737454996983,-0.22643745499698298
0.26849,21.24725,0.1051,21.330565730352227,-0.08331573035222561
0.2505,21.1763,0.1114,21.15875424442143,0.01754575557857052
0.69816,23.7924,0.2171,23.794009548427802,-0.001609548427801144
0.73012,23.7684,0.19115,23.913115611126848,-0.1447156111268484
0.99781,24.6122,0.0953,24.749241191926437,-0.1370411919264356
0.40946,22.451,0.10895,22.397184123825305,0.05381587617469563
0.12679,19.5429,0.11965,19.519535925504634,0.023364074495365372
0.25577,21.3344,0.1818,21.210228958145585,0.12417104185441374
0.08859,18.64345,0.10605,18.68564171316727,-0.042191713167269995
0.11782,19.19345,0.0991,19.347464884524193,-0.15401488452419443
0.18356,20.2951,0.1284,20.400064219165472,-0.1049642191654705
0.14055,19.871,0.11635,19.76250272289922,0.10849727710077772
0.15171,19.7933,0.10325,19.943754383079153,-0.15045438307915404
0.094,18.889,0.10285,18.822384998808893,0.06661500119110642
0.28631,21.6827,0.1504,21.490628654638527,0.19207134536147308
0.26318,21.3576,0.14295,21.280981480086012,0.07661851991398905
0.14167,19.79675,0.1047,19.78128765417226,0.015462345827739199
0.16053,19.9329,0.1156,20.078417659143128,-0.14551765914312753
0.1229,19.3948,0.11665,19.446364543906,-0.05156454390600018
0.1262,19.36855,0.113,19.508574546671348,-0.14002454667134856
0.17331,20.15345,0.09925,20.26181959896077,-0.10836959896077047
0.16448,20.03175,0.1083,20.13650847214128,-0.10475847214128109
0.16018,19.92285,0.11045,20.07320650380848,-0.15035650380847798
0.24488,20.86815,0.1298,21.102752403986898,-0.2346024039868979
0.24805,20.98175,0.13435,21.134484113032578,-0.1527341130325759
0.27511,21.37075,0.15505,21.39113632651103,-0.020386326511030006
0.33015,21.9321,0.1589,21.848512159712605,0.08358784028739308
0.3307,21.82885,0.1481,21.85271800039424,-0.023868000394241307
0.1604,19.98615,0.10955,20.076483320779893,-0.09033332077989442
0.21861,20.87005,0.13435,20.824202319516488,0.04584768048351151
0.12005,19.36835,0.1021,19.391363095915594,-0.023013095915594306
0.17818,20.72835,0.1286,20.32842084800042,0.39992915199957935
0.279,21.50115,0.13265,21.42610694258407,0.07504305741592887
0.18562,20.48365,0.1298,20.42698279901395,0.056667200986051824
0.06641,17.9881,0.1134,18.026320203490016,-0.03822020349001676
0.25769,21.2775,0.14285,21.22874058052477,0.04875941947522833
0.27946,21.2773,0.1398,21.430212637199162,-0.1529126371991616
0.2655,21.0609,0.1301,21.302757414176142,-0.24185741417614182
0.18478,20.37525,0.1056,20.416039833228282,-0.040789833228281225
0.05715,17.65695,0.1072,17.685902232511687,-0.028952232511688436
0.32601,21.6733,0.1464,21.81664545003465,-0.14334545003464783
0.10902,19.1721,0.10285,19.16624437150992,0.005855628490081699
0.20299,20.7001,0.1382,20.643575833258424,0.05652416674157479
0.37949,22.13745,0.1395,22.202400278816683,-0.06495027881668136
